"","KH","ATTITUDE_ENG.5","INTEREST_ENG.5","CLASSMATERELATION.5","CAMPUS_CONDITION.5","SATISIFACTION_LEARNING_MATH.5","STRATEGY_MATH.5","THR_MATH_NEW.5","PISA_12_ST81_ENG.5","THR_ENG_NEW.5","HOMEWOK_CORR_MATH","STRATEGE_ENG.5","SATISIFACTION_LEARNING_ENG.5","HOMEWOK_CORR_ENG.5","STUDYINTEREST_MATH.5","STEP_CLASSMATERELATION.5","PISA_12_ST81_MATH.5","MATH_ENG_STRESS_5","MANNERS.5","SOCIAL_MORALS.5","HARD_WORK.5","MP_ADD_5","SOLIDARITY_FRIENDSHIP.5","MORAL_DUTY.5","THRIFTY.5","AWARE.5","SENSE_HONOR.5","GRA_GEOMETRY.5","SELF_PROTECTION.5","ENG_LEVEL_5","ENG5","ENG_LEVE5_KNOWLEDGE_T1","ENG_LEVE5_KNOWLEDGE_T2","MATH_LEVE5_KNOWLEDGE_T1","MATH_LEVE5_KNOWLEDGE_T2","MATH5","MATH_LEVE5_THINKING_T2","MATH_LEVE5_THINKING_T1","ATTITUDE_ENG.9","INTEREST_ENG.9","CLASSMATERELATION.9","STUDYINTEREST_MATH.9","CAMPUS_CONDITION.9","STUDYATTITUDE_MATH_9","SATISIFACTION_LEARNING_MATH.9","STRATEGY_MATH.9","DISCLIMA","THR_MATH_NEW.9","PISA_12_ST81_ENG.9","THR_ENG_NEW.9","SATISIFACTION_LEARNING_ENG.9","STRATEGE_ENG.9","HOMEWOK_CORR_ENG.9","STEP_CLASSMATERELATION.9","PISA_12_ST81_MATH.9","MATH_ENG_STRESS_9","MANNERS.9","SOCIAL_MORALS.9","SENSE_HONOR.9","HARD_WORK.9","SOLIDARITY_FRIENDSHIP.9","MORAL_DUTY.9","THRIFTY.9","AWARE.9","MP_ADD_9","GRA_GEOMETRY.9","SELF_PROTECTION.9","ENG_LEVE9_KNOWLEDGE_T1","ENG_LEVE9_KNOWLEDGE_T2","ENG9","ENG_LEVEL_9","MATH9","MATH_LEVE9_THINKING_T1","MATH_LEVE9_THINKING_T2","MATH_LEVE9_KNOWLEDGE_T1","MATH_LEVE9_KNOWLEDGE_T2"
"41",1052010140,586.23,621.79,588.3,538.65,637.07,566.63,653.13,658.28,665.4,611.31,628.91,633.98,682.82,602.75,4,663,548.15,502.09,489.73,512.73,309.6,572.01,591.48,486.37,397.09,485.79,488.67,549.59,3,599.19,627.43,570.97,640.27,602.05,626.59,743.2,649.11,447.75,451.92,477.8,526.86,422.31,460.4,620.15,589.88,512.43,524.8,418.38,431.6,522.09,488.15,357.44,2,474.33,601.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.85,619.07,584.17,3,639.63,576.13,624.7,636.55,601.33
"42",1052010141,586.23,520.31,481.05,506.95,544.19,397.64,327.33,658.28,362.09,693.47,423.91,340.06,401.13,438.57,3,663,585.41,537.75,600.37,483.56,309.6,493.63,591.48,580.19,551.24,574.26,488.67,549.59,4,655.94,602.64,713.44,640.46,513.73,623,593.21,569.85,403.4,480.29,446.41,526.86,530.27,460.4,560.57,568.21,601.97,495.98,506.91,474.61,490.34,506.32,512.44,2,569.91,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.46,493.12,517.4,3,620.98,646.77,565.11,604.47,639.34
"43",1052010142,586.23,621.79,522.64,538.65,509.82,539.17,653.13,475.74,611.11,547.03,555.92,527.65,682.82,555.37,3,459.87,496.07,570.56,659.91,415.15,362.41,621.46,591.48,414.94,473.11,522.2,628.95,371.68,3,554.89,551.75,577.53,598.26,675.9,646.73,369.78,569.85,594.11,617.92,684.68,697.85,694.1,636.29,750.43,614.8,601.97,677,661.81,668.11,664.81,638.86,668.21,NA,669.69,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.04,655.8,634.35,4,598.76,594.28,525.72,604.46,603.85
"44",1052020101,568.19,621.79,663.73,636.77,637.07,650.77,653.13,658.28,665.4,599.25,555.92,680.87,595.46,602.75,4,663,270,NA,NA,NA,507.48,NA,NA,NA,NA,NA,NA,NA,4,680.7,712.18,607.76,572.18,527.94,606.4,534.85,475.48,594.11,657.93,514.52,500.77,422.31,544.52,560.57,449.47,512.43,633.71,661.81,668.11,610.54,534.71,512.44,3,569.91,449.77,346.25,506.71,330.55,398.01,245.63,397.92,396.69,430.43,452.6,522.19,551.69,663.23,561.96,628.09,4,611.2,608.73,702.33,601.02,561.28
"45",1052020102,586.23,567.66,663.73,636.77,544.19,650.77,593.96,521.41,436.28,547.03,604.11,378.99,304.17,654.86,4,604.39,578.18,NA,NA,NA,431.17,NA,NA,NA,NA,NA,NA,NA,3,541.47,534.71,570.7,556.92,478.68,597.31,380.88,481.28,493.7,544.23,559.16,452.07,422.31,389.48,529.45,480.94,397.71,495.98,613.68,500.03,522.09,488.15,512.44,3,501.49,580.3,398.41,418.31,330.55,449.35,420.07,350.56,472.91,505.2,427.42,507.67,551.69,551.82,569.04,572.57,3,504.66,436.41,503.3,380.62,496.96
"46",1052020103,586.23,621.79,663.73,636.77,637.07,707.23,653.13,658.28,665.4,547.03,710.87,503.13,529.65,654.86,4,663,526.81,NA,NA,NA,379.28,NA,NA,NA,NA,NA,614.8,NA,3,618.24,607.48,662.47,534.62,548.26,598.86,507.18,656.69,594.11,425.88,514.52,324.12,456.97,389.48,343.73,279.09,397.71,405.21,535.26,474.61,422.62,401.92,483.25,3,501.49,449.77,362.62,366.71,313.37,297.76,323.02,365.49,420.05,332.93,397.55,399.67,386.8,480.23,410.82,439.76,2,384.72,374.84,380.67,420.34,391.54
"47",1052020104,517.63,411.95,408.57,583.84,483.6,381.77,504.06,405.79,402.35,611.31,423.91,434.01,529.65,415.22,1,418.22,526.81,NA,NA,NA,479.32,NA,NA,NA,NA,NA,NA,NA,3,586.43,602.45,570.97,478.59,503.32,484.93,606.34,474.46,565.65,578.24,514.52,475.7,530.27,460.4,423.8,513.41,512.43,519.12,478.14,546.8,490.34,584.64,536.38,3,519.58,449.77,417.76,487.88,401.31,400.2,554.58,453.63,445.24,579.75,518.26,318.18,386.8,457.96,473.09,453.05,2,504.65,556.41,377.53,486.63,448.49
"48",1052020105,586.23,621.79,663.73,636.77,544.19,707.23,653.13,601.18,665.4,503.54,710.87,589.16,529.65,654.86,4,663,372.19,NA,NA,NA,507.48,NA,NA,NA,NA,NA,NA,NA,4,685.57,631.87,713.44,682.12,602.05,659.71,643.8,649.11,594.11,480.29,374.58,526.86,511.44,460.4,343.73,433.65,397.71,495.98,481.84,413.04,422.62,566.24,549.36,1,427.65,580.3,525.23,418.31,468.16,667.44,595.82,626.76,642.99,430.43,552.91,430.75,386.8,503.93,523.62,517.4,3,482.61,485.4,519.44,469.69,502.09
"49",1052020106,586.23,621.79,522.64,636.77,363.61,539.17,408.73,521.41,470.36,547.03,585.09,555.43,383.38,415.22,3,459.87,496.07,NA,NA,NA,379.28,NA,NA,NA,NA,NA,NA,NA,4,654.26,704.25,613.23,546.38,657.76,591.56,660.93,532.7,403.4,451.92,477.8,475.7,439.49,460.4,423.8,513.41,512.43,445.59,459.09,474.61,490.34,497.19,483.25,2,569.91,535.72,574.89,487.88,588.3,592.08,520.14,626.76,472.91,505.2,337.78,507.67,547.59,622.48,475.6,526.51,3,507.88,554.54,468.67,539.28,526.55
"50",1052020107,586.23,621.79,663.73,636.77,691.82,707.23,653.13,521.41,665.4,503.54,585.09,555.43,529.65,654.86,4,663,578.18,NA,NA,NA,406.95,NA,NA,NA,NA,NA,NA,NA,2,463.57,470.9,435.14,489.1,499.94,480.21,513.74,447.67,544.56,511.46,514.52,500.77,549.67,503.49,496.39,530.55,601.97,469.42,661.81,474.61,522.09,534.71,603.09,3,501.49,449.77,574.89,635.19,497.55,592.08,520.14,626.76,472.91,505.2,380.09,552.71,551.69,406.67,459.27,460.67,2,500.58,520.34,525.72,517.64,482.29
"51",1052020107,586.23,621.79,663.73,636.77,691.82,707.23,653.13,521.41,665.4,503.54,585.09,555.43,529.65,654.86,4,663,578.18,NA,NA,NA,406.95,NA,NA,NA,NA,NA,NA,NA,2,463.57,470.9,435.14,489.1,499.94,480.21,513.74,447.67,544.56,511.46,514.52,500.77,549.67,503.49,496.39,530.55,601.97,469.42,661.81,474.61,522.09,534.71,603.09,3,501.49,449.77,574.89,635.19,497.55,592.08,520.14,626.76,472.91,505.2,380.09,552.71,551.69,406.67,459.27,465.61,2,500.58,520.34,525.72,517.64,482.29
"52",1052020108,297.88,411.95,522.64,636.77,478.61,325.93,428.4,439.74,402.35,410.06,710.87,413.38,419.03,654.86,3,433.21,555.15,458.18,450.09,549.6,535.1,621.46,511.67,361.33,601.61,634.15,345.47,549.59,1,425.07,414.62,465.67,440.4,527.94,451.98,534.85,424.16,403.4,425.88,419.44,526.86,492.97,460.4,560.57,449.47,397.71,495.98,481.84,500.03,490.34,330.63,483.25,2,474.33,449.77,398.41,418.31,330.55,482.74,323.02,397.92,642.99,384.45,537.39,596.9,386.8,405.7,451.74,443.64,2,584.78,608.73,565.06,579.85,528.33
"53",1052020109,586.23,621.79,663.73,636.77,691.82,650.77,653.13,658.28,665.4,547.03,569.42,633.98,529.65,654.86,4,663,272.68,NA,NA,NA,406.95,NA,NA,NA,NA,NA,NA,NA,4,654.26,607.48,718.35,556.92,553.06,649.09,507.94,503.14,594.11,617.92,620.76,662.42,694.1,636.29,590.92,686.21,601.97,677,661.81,627.57,552.52,620.4,603.09,4,669.69,538.63,682.35,586.74,647.35,667.44,638.41,679.01,707.61,627.39,452.6,552.71,551.69,533.92,525.05,502.41,2,452.33,326.71,301.09,366.68,451.19
"54",1052020110,586.23,621.79,588.3,583.84,478.61,707.23,593.96,496.59,453,547.03,555.92,480.13,478.05,654.86,4,459.87,372.19,NA,NA,NA,568.83,NA,NA,NA,NA,NA,NA,NA,2,514.2,510.01,540.31,534.62,548.26,556.22,635.52,656.69,594.11,578.24,620.76,577.04,530.27,544.52,560.57,568.21,601.97,590.58,613.68,556.51,552.52,604.65,668.21,4,618.67,449.77,736.16,687.21,588.3,667.44,638.41,679.01,583.73,430.43,582.27,619.63,551.69,656.73,570.2,595.41,4,588.37,608.86,567.61,581.53,573.81
"55",1052020111,586.23,621.79,588.3,538.65,544.19,566.63,653.13,521.41,665.4,611.31,533.02,680.87,617.38,602.75,4,663,590.07,NA,NA,NA,452.74,NA,NA,NA,NA,NA,NA,NA,4,781.16,726.51,713.44,591.68,621.53,660.38,561.43,578.27,544.56,480.29,395.88,452.07,492.97,460.4,460.85,589.88,512.43,495.98,613.68,668.11,610.54,555.21,512.44,1,474.33,591.88,525.23,487.88,588.3,482.74,638.41,547.54,472.91,505.2,463.92,530.49,551.69,550.46,545.51,538.65,3,562.26,556.41,463.86,579.85,500.4
"56",1052020112,586.23,520.31,408.57,583.84,449.28,539.17,474.64,553.55,489.02,547.03,543.92,457.44,565.14,555.37,1,514.42,496.07,NA,NA,NA,406.95,NA,NA,NA,NA,NA,NA,NA,3,604.64,575.82,718.35,609.56,602.05,598.77,605.09,649.11,594.11,657.93,514.52,406.58,474.8,420.46,343.73,417.5,397.71,590.58,613.68,668.11,522.09,515.57,603.09,3,449.95,591.88,502.23,586.74,534.92,526.64,638.41,580.83,445.24,667.99,360.37,363.33,386.8,575.04,550.69,561.36,3,434.34,440.36,414.18,399.39,427.8
"57",1052020113,586.23,621.79,663.73,636.77,584.42,566.63,653.13,521.41,534.49,611.31,710.87,680.87,617.38,654.86,4,663,270,NA,NA,NA,431.17,NA,NA,NA,NA,NA,NA,NA,3,575.03,602.45,540.31,566.57,561.9,577.67,716.03,569.85,341.67,451.92,395.88,429.31,456.97,364.42,590.92,363.71,397.71,405.21,459.09,413.04,490.34,390.45,395.52,1,449.95,538.63,362.62,366.71,330.55,482.74,165.9,397.92,332.78,505.2,474.6,430.75,202.87,663.23,631.66,661.5,4,561.85,617.29,468.67,560.25,588.4
"58",1052020114,586.23,621.79,588.3,636.77,478.61,643.34,593.96,658.28,611.11,574.22,665.83,503.13,565.14,519.87,4,663,578.18,NA,NA,NA,534.55,NA,NA,NA,NA,NA,NA,NA,4,781.16,726.51,713.44,555.4,532.63,580.59,513.74,490.85,368.26,311.09,620.76,429.31,456.97,420.46,460.85,433.65,601.97,469.42,506.91,500.03,347.93,434.33,603.09,4,501.49,538.63,346.25,439.21,647.35,421.87,420.07,381.24,396.69,332.93,575.22,399.67,551.69,429.66,492.05,453.81,2,520.17,494.05,525.72,501.18,563.44
"59",1052020115,586.23,621.79,663.73,636.77,691.82,707.23,653.13,553.55,611.11,547.03,710.87,589.16,617.38,654.86,4,484.71,270,674.68,659.91,670.61,462.16,621.46,647.25,486.37,601.61,634.15,488.67,549.59,3,618.24,590.24,662.47,572.18,494.58,546.17,534.85,505.72,403.4,425.88,477.8,475.7,511.44,389.48,560.57,433.65,397.71,495.98,459.09,395.31,384.25,274.6,512.44,2,449.95,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.85,470.39,434.19,2,645.48,647.56,702.33,664.52,561.28
"60",1052020116,517.63,458.77,428.03,481.7,478.61,539.17,428.4,658.28,470.36,547.03,628.91,589.16,529.65,489.97,2,663,564.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,613.83,712.18,540.31,656.96,627.76,679.05,507.94,503.14,544.56,544.23,262.56,475.7,511.44,544.52,423.8,568.21,512.43,633.71,418.38,588.32,490.34,534.71,549.36,1,449.95,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.09,493.12,472.23,2,486.52,436.41,409.25,380.62,496.96
"61",1052020117,517.63,567.66,588.3,636.77,584.42,601.41,593.96,601.18,534.49,503.54,569.42,555.43,419.03,602.75,4,551.98,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,454,447.09,489.4,507.45,470.83,576.36,371.71,656.69,594.11,657.93,559.16,526.86,439.49,460.4,460.85,530.55,601.97,524.8,613.68,556.51,457.05,544.74,603.09,3,618.67,405.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.71,582.84,555.94,3,523.57,546.88,481.47,559.97,516.05
"62",1052020118,517.63,486.39,522.64,460.17,544.19,495.86,474.64,NA,NA,468.75,448.18,457.44,437.47,519.87,3,484.71,447.47,NA,NA,NA,379.28,NA,NA,NA,NA,NA,NA,NA,3,539.17,541.14,548.18,635.78,621.53,621.42,655.23,649.57,544.56,511.46,620.76,628.6,570.14,544.52,620.15,548.67,601.97,633.71,535.26,668.11,610.54,590.68,483.25,4,669.69,449.77,603.06,635.19,588.3,667.44,520.14,580.83,539.91,505.2,452.6,574.73,551.69,531.88,530.83,543.54,3,626.96,608.73,565.06,601.02,606.41
"63",1052020119,586.23,621.79,663.73,636.77,691.82,707.23,653.13,658.28,665.4,503.54,710.87,589.16,529.65,654.86,4,663,526.81,674.68,659.91,670.61,488.28,621.46,647.25,654.75,601.61,634.15,589.76,549.59,3,599.19,583.44,607.76,640.27,511.16,612.17,565.89,649.11,594.11,617.92,559.16,526.86,511.44,636.29,560.57,496.96,512.43,590.58,535.26,556.51,522.09,566.24,603.09,3,501.49,552.03,480.1,516.49,588.3,449.35,595.82,453.63,420.05,384.45,537.39,507.67,551.69,613.14,592.47,602.14,4,639.63,616.44,624.7,636.55,601.33
"64",1052020120,458.53,621.79,588.3,636.77,637.07,601.41,593.96,553.55,611.11,547.03,533.02,633.98,565.14,602.75,4,663,496.07,511.58,489.73,549.6,572.165,621.46,465.61,486.37,510.91,574.26,628.95,371.68,4,781.16,726.51,713.44,732.42,657.76,794.33,716.03,569.85,594.11,617.92,446.41,429.31,530.27,544.52,423.8,568.21,397.71,495.98,481.84,500.03,698.3,661.88,549.36,2,386.86,449.77,502.23,439.21,497.55,356.24,486.54,434.13,420.05,430.43,617.6,363.33,551.69,623.31,569.04,594.08,3,498.28,524.25,372.23,499.79,526.55
"65",1052020121,586.23,621.79,663.73,636.77,544.19,707.23,653.13,658.28,665.4,611.31,710.87,633.98,682.82,602.75,4,514.42,372.19,674.68,659.91,670.61,488.28,621.46,647.25,654.75,656.1,634.15,455.17,549.59,3,618.24,590.24,662.47,724.16,579.43,709.54,621.45,569.85,544.56,617.92,446.41,429.31,439.49,460.4,382.65,480.94,512.43,590.58,481.84,668.11,552.52,555.21,549.36,2,449.95,449.77,379.99,487.88,313.37,336.77,486.54,415.56,472.91,332.93,484.72,626.01,202.87,613.14,634.83,628.09,4,618.68,594.28,525.72,639.27,603.85
"66",1052020122,586.23,520.31,522.64,636.77,350.28,428.63,541.37,475.74,436.28,503.54,710.87,408.58,456.94,438.57,3,484.71,548.15,NA,NA,NA,347.46,NA,NA,NA,NA,NA,NA,NA,3,586.43,567.77,607.76,621.62,692.04,726.3,534.85,505.72,594.11,657.93,620.76,475.7,422.31,460.4,382.65,548.67,397.71,590.58,613.68,627.57,637.22,732.26,603.09,4,569.91,538.63,682.35,548.93,534.92,667.44,638.41,679.01,539.91,430.43,397.55,507.67,551.69,556.57,462.93,519.52,3,522.87,580.9,463.86,505.69,474.39
"67",1052020123,586.23,621.79,663.73,636.77,637.07,707.23,653.13,658.28,665.4,547.03,604.11,579.09,682.82,654.86,4,663,496.07,570.56,659.91,512.73,448.475,621.46,647.25,654.75,510.91,574.26,NA,549.59,3,567.72,541.06,607.1,723.27,346.68,537.34,507.94,503.14,447.75,272.66,334.36,406.58,474.8,231.84,343.73,341.85,601.97,387.06,569.01,413.04,347.93,236.12,603.09,1,427.65,449.77,379.99,516.49,534.92,449.35,486.54,474.19,583.73,332.93,452.6,483.83,551.69,330.79,395.31,402.87,1,477.82,436.41,301.09,352.82,496.96
"68",1052020124,586.23,434.5,303.28,480.48,363.11,381.77,541.37,439.74,453,459.42,487.66,480.13,437.47,392.83,1,459.87,510.91,416.42,396.69,436.06,553.83,310.27,382.56,414.94,397.09,368.26,470.67,549.59,3,544.99,538.55,577.53,450.44,548.26,447.18,425.3,525.62,447.75,375.42,620.76,500.77,405.34,420.46,496.39,480.94,397.71,445.59,506.91,451.87,347.93,401.92,603.09,4,474.33,449.77,379.99,487.88,382.59,421.87,486.54,381.24,420.05,430.43,560.43,255.46,386.8,386.12,425.63,405.21,1,449.78,477.77,380.67,451.28,492.25
"69",1052020125,586.23,621.79,663.73,636.77,478.61,707.23,593.96,658.28,611.11,503.54,555.92,503.13,501.75,602.75,4,663,372.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,774.03,712.18,714.39,555.76,621.53,604.42,655.23,649.57,447.75,511.46,620.76,552.47,474.8,460.4,529.45,513.41,512.43,495.98,569.01,500.03,490.34,515.57,603.09,4,501.49,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.23,492.12,502.41,2,440.13,475.79,377.53,428.5,421.36
"70",1052020126,517.63,367.33,588.3,441.04,363.61,444.31,449.98,457.13,402.35,468.75,479.58,340.06,383.38,463.26,4,459.87,578.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,584.7,602.64,570.7,562.31,511.16,551.4,513.39,434.85,403.4,480.29,395.88,356.83,405.34,460.4,496.39,433.65,397.71,387.06,438.1,451.87,552.52,461.02,415.24,1,406.83,535.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.31,569.04,612.71,4,695.56,662.44,624.7,715.76,601.33
"71",1052020127,586.23,621.79,588.3,636.77,584.42,539.17,653.13,658.28,611.11,438.27,585.09,527.65,478.05,602.75,4,604.39,496.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,563.35,551.75,613.23,526.1,534.89,540.84,497.67,532.7,594.11,617.92,620.76,526.86,492.97,544.52,460.85,449.47,512.43,405.21,459.09,588.32,582.32,620.4,603.09,4,449.95,601.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,536.64,560.23,3,538.69,524.25,468.67,519.22,588.4
"72",1052020128,586.23,621.79,663.73,636.77,584.42,707.23,653.13,521.41,419.61,547.03,628.91,633.98,478.05,654.86,4,514.42,548.15,570.56,489.73,549.6,437.42,621.46,647.25,523.15,510.91,574.26,818.21,549.59,3,599.19,665.2,512.83,555.4,579.43,580.59,621.45,532.7,594.11,451.92,514.52,475.7,511.44,460.4,496.39,480.94,512.43,524.8,481.84,500.03,490.34,461.02,512.44,3,474.33,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.96,523.62,494.29,2,473.45,470.33,415.19,443.52,563.44
"73",1052020129,586.23,621.79,663.73,636.77,509.82,650.77,593.96,658.28,611.11,611.31,604.11,633.98,529.65,555.37,4,663,600.85,674.68,659.91,670.61,437.42,621.46,647.25,486.37,510.91,634.15,602.34,549.59,4,685.57,726.51,607.1,621.62,567.14,606.4,397.75,666.54,594.11,514.73,514.52,526.86,456.97,460.4,620.15,480.94,397.71,495.98,459.09,500.03,552.52,534.71,483.25,3,449.95,405.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.29,545.51,566.23,3,600.46,647.56,565.06,579.85,604.07
"74",1052020130,495.66,458.77,588.3,629.56,544.19,477.53,449.98,405.79,383.63,468.75,543.92,480.13,456.94,602.75,4,459.87,548.15,451.86,420.61,483.56,501.37,465.42,432.34,523.15,473.11,574.26,488.67,549.59,4,680.83,629.71,718.35,656.96,553.06,714.06,507.94,503.14,447.75,544.23,559.16,475.7,334.23,460.4,496.39,513.41,512.43,524.8,418.38,500.81,490.34,566.24,453.84,3,474.33,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.48,632.95,627.09,4,558.71,464.6,503.3,428.37,552
"75",1052020131,586.23,621.79,663.73,636.77,637.07,650.77,653.13,658.28,665.4,547.03,710.87,633.98,565.14,654.86,4,663,496.07,674.68,659.91,512.73,406.48,621.46,647.25,654.75,551.24,574.26,548.03,549.59,2,485.22,500.15,461.34,610.1,470.83,576.36,507.18,656.69,594.11,657.93,559.16,526.86,511.44,389.48,496.39,496.96,NA,633.71,661.81,668.11,552.52,620.4,626.34,3,619.01,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,611.4,602.14,4,513.36,507.97,481.47,559.97,516.05
"76",1052020132,586.23,458.77,451.28,583.84,584.42,566.63,653.13,228.83,400.98,611.31,604.11,408.58,529.65,654.86,2,484.71,445.16,537.75,516.19,512.73,442.49,621.46,591.48,654.75,656.1,634.15,519.31,549.59,3,541.47,534.71,540.64,591.68,621.53,573.81,561.43,649.57,403.4,311.09,446.41,526.86,511.44,460.4,590.92,465.17,512.43,495.98,399.37,474.61,490.34,432.87,549.36,2,474.33,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.66,441.24,421.38,2,597.33,647.56,565.06,601.02,528.33
"77",1052020133,418.47,389.93,481.05,362.15,363.61,397.64,408.73,475.74,419.61,599.25,363.4,297.66,419.03,392.83,3,418.22,270,418.74,450.09,395.22,545.15,527.18,486.41,344.12,473.11,368.26,530.37,549.59,2,496.28,511.71,475.19,496.98,602.05,509.24,534.54,649.11,298.53,311.09,620.76,526.86,334.23,460.4,560.57,465.17,512.43,524.8,380.44,491.41,422.62,348.92,472.36,4,501.49,405.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.23,475.51,467.72,2,587.06,616.44,519.44,598.68,528.39
"78",1052020134,418.47,621.79,663.73,636.77,637.07,650.77,653.13,658.28,665.4,503.54,495.95,633.98,529.65,555.37,4,663,564.56,674.68,659.91,670.61,362.41,621.46,647.25,654.75,656.1,522.2,459.71,549.59,2,470.86,460.83,512.83,458.85,457.29,437.88,593.21,405.08,544.56,511.46,620.76,552.47,570.14,590.99,620.15,614.8,512.43,555.81,506.91,527.49,490.34,566.24,603.09,4,474.33,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.5,462.93,453.05,2,561.85,554.54,468.67,519.22,639.34
"79",1052020135,586.23,567.66,522.64,636.77,584.42,516.1,653.13,658.28,665.4,547.03,585.09,589.16,617.38,602.75,3,604.39,128.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,516.48,547.71,465.67,381.83,435.08,393.31,369.78,405.08,544.56,578.24,514.52,500.77,492.97,544.52,560.57,513.41,397.71,555.81,459.09,588.32,552.52,506.32,435.97,3,501.49,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.29,619.07,618.53,4,567.18,551.74,525.72,555.94,563.44
"80",1052020136,586.23,486.39,481.05,506.95,421.03,502.11,449.98,475.74,402.35,494.89,445.55,457.44,346.65,392.83,3,551.98,620.58,511.58,489.73,483.56,508.5,440.39,432.34,435.31,510.91,457.75,362.92,549.59,3,604.64,590.24,662.47,484.59,527.94,546.17,397.75,505.72,403.4,544.23,446.41,500.77,491.63,420.46,529.45,513.41,601.97,524.8,506.91,527.49,582.32,515.57,549.36,2,501.49,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.08,550.69,522.31,3,504.65,475.79,463.86,505.69,474.39
"81",1052020137,472.8,621.79,663.73,636.77,544.19,707.23,653.13,658.28,665.4,693.47,710.87,555.43,682.82,654.86,4,663,393.76,674.68,516.19,512.73,437.42,621.46,511.67,486.37,656.1,634.15,515.52,549.59,2,460.04,476.53,407.07,435.51,478.68,432.43,380.88,503.14,403.4,400.91,354.42,382.96,388.39,420.46,423.8,400.74,397.71,424.42,399.37,413.04,422.62,451.82,415.24,1,449.95,405.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,536.64,528.57,3,524.33,409.96,503.3,395.14,552
"82",1052020138,586.23,486.39,588.3,636.77,565.25,707.23,NA,658.28,611.11,547.03,555.92,527.65,478.05,602.75,4,551.98,128.01,674.68,659.91,670.61,NA,621.46,647.25,580.19,551.24,634.15,519.31,549.59,3,550.92,562.68,540.64,534.62,548.26,576.36,507.18,525.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.3,418.06,332.93,1,300.4,NA,NA,443.51,361.97
"83",1052020139,418.47,458.77,588.3,506.95,544.19,495.86,474.64,368.53,402.35,547.03,448.18,457.44,529.65,489.97,4,380.61,496.07,537.75,468.2,549.6,NA,440.39,465.61,458.46,656.1,457.75,602.34,371.68,4,721.24,662.82,718.35,764.31,621.53,794.99,655.23,649.57,544.56,617.92,559.16,552.47,474.8,460.4,423.8,480.94,601.97,677,506.91,668.11,610.54,555.21,549.36,3,532.6,601.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,592.47,608.16,4,597.33,580.9,463.86,579.85,606.41
"84",1052020140,586.23,434.5,481.05,583.84,478.61,477.53,653.13,658.28,509.9,468.75,456.01,503.13,529.65,519.87,3,514.42,496.07,489.27,450.09,483.56,NA,572.01,511.67,523.15,435.51,522.2,575.52,549.59,2,499.55,500.15,512.83,754.14,602.05,626.59,605.09,649.11,403.4,425.88,446.41,526.86,581.54,389.48,529.45,363.71,397.71,445.59,535.26,460.93,610.54,432.87,357.44,2,427.65,591.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.5,419.72,400.87,1,412.95,386.09,414.18,399.39,427.8
